frame,image_rel,gt_with_fine_label,v3_fp32+rec_fp32:tracks,v3_fp32+rec_fp32:matched,v3_fp32+rec_fp32:correct,v3_fp32+rec_fp16:tracks,v3_fp32+rec_fp16:matched,v3_fp32+rec_fp16:correct,v3_fp32+rec_int8_full:tracks,v3_fp32+rec_int8_full:matched,v3_fp32+rec_int8_full:correct,v3_fp16+rec_fp32:tracks,v3_fp16+rec_fp32:matched,v3_fp16+rec_fp32:correct,v3_fp16+rec_fp16:tracks,v3_fp16+rec_fp16:matched,v3_fp16+rec_fp16:correct,v3_fp16+rec_int8_full:tracks,v3_fp16+rec_int8_full:matched,v3_fp16+rec_int8_full:correct,v3_int8_head_excl+rec_fp32:tracks,v3_int8_head_excl+rec_fp32:matched,v3_int8_head_excl+rec_fp32:correct,v3_int8_head_excl+rec_fp16:tracks,v3_int8_head_excl+rec_fp16:matched,v3_int8_head_excl+rec_fp16:correct,v3_int8_head_excl+rec_int8_full:tracks,v3_int8_head_excl+rec_int8_full:matched,v3_int8_head_excl+rec_int8_full:correct,v3_int8_head_excl_fbias+rec_fp32:tracks,v3_int8_head_excl_fbias+rec_fp32:matched,v3_int8_head_excl_fbias+rec_fp32:correct,v3_int8_head_excl_fbias+rec_fp16:tracks,v3_int8_head_excl_fbias+rec_fp16:matched,v3_int8_head_excl_fbias+rec_fp16:correct,v3_int8_head_excl_fbias+rec_int8_full:tracks,v3_int8_head_excl_fbias+rec_int8_full:matched,v3_int8_head_excl_fbias+rec_int8_full:correct,v3_int8_full+rec_fp32:tracks,v3_int8_full+rec_fp32:matched,v3_int8_full+rec_fp32:correct,v3_int8_full+rec_fp16:tracks,v3_int8_full+rec_fp16:matched,v3_int8_full+rec_fp16:correct,v3_int8_full+rec_int8_full:tracks,v3_int8_full+rec_int8_full:matched,v3_int8_full+rec_int8_full:correct
1469,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042437.jpg,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1470,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042445.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1471,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042451.jpg,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
1472,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042457.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042463.jpg,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042469.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1475,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042499.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1476,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042505.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1477,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042511.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042517.jpg,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1479,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042523.jpg,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
1480,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052569.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
1481,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052576.jpg,4,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1482,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052583.jpg,9,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,0,0,0,0,0,0,0,0,0
1483,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052589.jpg,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,0,0,0,0,0,0,0,0,0
1484,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052596.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1485,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052602.jpg,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
1486,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052608.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052614.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1488,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052624.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052630.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052636.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052643.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052968.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052974.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1494,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052980.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15052986.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1496,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15058559.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15058565.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15058962.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15058973.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1500,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15058988.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059098.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1502,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059104.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059110.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059116.jpg,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1505,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059264.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1506,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059270.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1507,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059276.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1508,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059282.jpg,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1509,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059288.jpg,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,6,5,5,6,5,5,6,5,4,6,5,5,6,5,5,6,5,4,0,0,0,0,0,0,0,0,0
1510,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059589.jpg,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1511,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15059596.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1512,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15065819.jpg,8,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,0,0,0,0,0,0,0,0,0
1513,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15065825.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1514,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15065832.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1515,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15065839.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066309.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1517,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066315.jpg,3,3,2,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2,1,0,0,0,0,0,0,0,0,0
1518,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066321.jpg,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
1519,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066328.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066334.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1521,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066361.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1522,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066368.jpg,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0
1523,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066374.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15066381.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15067774.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1526,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15067780.jpg,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
1527,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15067786.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1528,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15070973.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1529,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15070979.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15070985.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1531,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15070992.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15070999.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071005.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071045.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071051.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071058.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071066.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071072.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071078.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071085.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071091.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1543,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15071097.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096712.jpg,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0
1545,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096719.jpg,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096725.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096825.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1548,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096831.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096837.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096843.jpg,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
1551,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15096849.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097104.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097110.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1554,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097116.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1555,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097122.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097128.jpg,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1557,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097915.jpg,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
1558,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097922.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15097928.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1560,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15103406.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15104943.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15113665.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15113672.jpg,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1564,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15113680.jpg,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1565,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15113686.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
